@relation car-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-unset-class-temporarily

@attribute buying {vhigh,high,med,low}
@attribute maint {vhigh,high,med,low}
@attribute doors {2,3,4,5more}
@attribute persons {2,4,more}
@attribute lug_boot {small,med,big}
@attribute safety {low,med,high}
@attribute class {unacc,acc,good,vgood}

@data
?,med,5more,more,med,low,unacc
high,med,?,?,med,med,acc
high,med,?,?,med,high,acc
high,med,5more,more,big,low,unacc
high,med,5more,more,big,med,acc
high,?,5more,more,big,high,acc
high,low,2,2,?,low,unacc
high,low,2,2,?,med,?
high,low,2,2,small,high,unacc
high,low,2,2,?,low,unacc
high,low,2,2,med,med,unacc
high,low,2,?,med,high,unacc
high,low,2,2,big,?,unacc
high,low,?,2,big,med,?
high,low,2,2,big,high,unacc
high,low,2,?,small,low,unacc
high,low,2,4,small,med,unacc
high,low,2,4,?,high,acc
?,low,2,4,?,low,unacc
high,low,2,4,med,med,unacc
?,low,2,4,med,high,acc
high,low,2,?,big,low,unacc
high,low,2,4,big,med,acc
high,low,?,4,?,high,acc
high,low,2,more,?,low,unacc
high,low,2,more,small,med,unacc
high,low,2,more,small,high,unacc
high,low,2,more,med,low,unacc
high,low,2,?,med,med,unacc
?,low,2,?,med,high,acc
high,?,2,more,big,low,unacc
high,low,2,more,big,med,?
?,low,2,?,big,?,acc
high,low,3,2,small,?,unacc
high,low,3,2,small,med,?
high,low,3,2,small,high,unacc
high,low,3,2,med,low,unacc
high,low,3,2,?,?,unacc
high,low,3,2,med,?,unacc
high,low,3,2,big,low,unacc
?,low,3,2,big,med,unacc
high,low,3,2,big,high,unacc
high,low,3,?,small,low,unacc
?,low,3,4,small,med,unacc
high,low,3,4,small,high,acc
high,low,3,4,med,low,unacc
high,?,3,4,med,?,unacc
high,low,3,?,med,high,acc
high,low,3,4,big,low,unacc
high,low,3,4,big,med,acc
high,low,3,4,big,high,acc
high,low,3,?,small,low,unacc
high,low,3,?,small,med,unacc
high,low,3,more,small,high,acc
high,low,3,?,med,?,unacc
high,low,3,more,med,med,acc
high,low,3,more,med,high,acc
high,low,3,more,?,low,?
high,low,3,more,big,med,acc
?,low,3,more,big,high,acc
high,low,4,?,small,low,unacc
?,low,?,2,small,med,unacc
?,low,4,2,small,high,unacc
?,low,4,?,med,low,unacc
high,low,4,?,med,med,unacc
high,low,4,?,med,high,unacc
high,low,4,2,big,?,?
high,low,4,2,big,med,unacc
?,low,4,2,big,high,unacc
high,low,4,4,small,low,unacc
high,low,4,4,small,med,unacc
high,low,4,4,?,high,acc
high,low,?,?,med,low,unacc
high,?,4,4,med,med,acc
high,low,4,?,?,high,acc
high,low,4,4,big,low,unacc
high,?,4,4,big,med,acc
high,low,4,4,big,high,acc
high,low,4,more,small,low,unacc
high,low,4,more,small,med,unacc
high,low,4,more,small,high,acc
high,low,4,more,med,low,?
high,low,4,more,med,med,acc
high,low,4,more,med,high,acc
high,low,?,more,big,low,unacc
high,low,4,more,big,med,acc
high,low,4,?,big,?,acc
high,low,5more,2,small,low,unacc
high,low,5more,2,small,med,unacc
high,low,5more,?,small,high,?
high,low,?,2,med,low,unacc
high,low,5more,2,med,?,unacc
high,?,5more,2,?,high,unacc
high,?,?,?,big,low,unacc
high,low,5more,?,big,med,?
high,low,5more,2,big,high,unacc
high,low,5more,4,small,low,unacc
high,low,5more,4,small,med,unacc
high,?,5more,4,?,high,acc
high,low,5more,4,?,low,unacc
high,?,?,4,?,med,?
high,?,5more,4,?,high,acc
high,low,?,4,big,low,unacc
high,low,5more,4,big,med,acc
high,low,5more,4,big,high,acc
?,low,5more,more,small,low,unacc
high,low,5more,more,small,med,unacc
high,low,5more,more,small,high,acc
high,low,?,more,med,low,unacc
high,low,5more,more,med,med,?
?,low,5more,more,med,high,acc
high,low,?,more,big,low,unacc
high,low,5more,more,big,?,acc
high,low,5more,more,big,high,acc
?,vhigh,2,?,small,low,unacc
?,vhigh,2,2,small,med,unacc
med,vhigh,2,2,small,high,unacc
med,vhigh,2,2,med,low,unacc
med,vhigh,2,2,med,med,unacc
med,vhigh,2,2,med,high,unacc
med,vhigh,2,?,big,low,unacc
med,?,2,2,big,med,unacc
med,vhigh,2,2,big,high,unacc
med,vhigh,2,4,small,low,?
med,vhigh,2,4,small,med,unacc
med,vhigh,2,?,small,high,acc
med,vhigh,2,4,med,?,unacc
med,vhigh,2,4,med,med,unacc
med,vhigh,2,4,med,high,acc
med,vhigh,2,4,big,low,?
med,vhigh,2,4,?,med,acc
med,vhigh,2,4,big,high,acc
med,?,2,more,small,low,unacc
med,vhigh,2,more,small,med,unacc
med,vhigh,2,more,small,?,unacc
med,vhigh,2,more,med,low,unacc
med,vhigh,2,more,med,med,unacc
?,vhigh,2,more,med,high,acc
med,vhigh,2,more,big,?,?
med,vhigh,2,more,big,med,acc
med,vhigh,2,?,?,high,acc
?,vhigh,3,2,small,low,unacc
?,vhigh,3,2,small,med,unacc
med,vhigh,3,2,small,high,unacc
med,vhigh,3,2,med,low,unacc
med,vhigh,3,2,med,?,unacc
med,vhigh,?,2,med,high,?
med,vhigh,3,?,big,?,unacc
med,vhigh,3,2,big,med,unacc
med,vhigh,3,2,big,high,unacc
med,vhigh,?,4,?,low,unacc
med,vhigh,3,4,small,?,unacc
med,vhigh,3,4,small,high,acc
med,vhigh,3,?,med,?,unacc
med,vhigh,3,4,med,med,unacc
med,vhigh,3,4,med,high,acc
med,vhigh,3,?,big,low,unacc
med,vhigh,3,4,big,med,acc
med,vhigh,3,4,big,high,acc
med,vhigh,3,more,small,?,unacc
med,vhigh,3,?,small,med,unacc
med,vhigh,3,more,small,high,acc
med,vhigh,3,more,med,?,unacc
med,vhigh,3,more,med,med,acc
med,vhigh,3,more,med,high,acc
med,vhigh,3,?,big,low,?
med,vhigh,3,more,big,med,acc
med,vhigh,3,more,big,high,acc
?,?,4,2,small,low,unacc
med,?,4,2,small,med,unacc
med,vhigh,4,2,small,high,unacc
med,?,4,2,med,low,unacc
med,vhigh,?,2,med,med,unacc
med,vhigh,4,2,med,high,unacc
med,vhigh,4,2,big,low,unacc
med,?,4,2,big,med,unacc
med,vhigh,4,2,big,high,unacc
med,vhigh,4,4,small,low,unacc
med,?,4,4,small,med,unacc
med,vhigh,4,4,small,high,acc
med,vhigh,4,4,med,low,unacc
med,vhigh,4,?,?,med,acc
med,vhigh,4,4,med,high,acc
med,vhigh,?,4,big,low,unacc
med,vhigh,4,4,big,med,acc
med,vhigh,4,4,big,high,acc
med,vhigh,4,more,small,low,unacc
med,vhigh,4,more,?,med,unacc
med,vhigh,4,more,small,high,acc
med,vhigh,4,more,med,low,unacc
?,vhigh,4,more,?,med,acc
med,vhigh,4,more,?,high,acc
med,vhigh,4,?,big,low,unacc
med,vhigh,4,more,big,med,acc
med,vhigh,4,more,big,?,acc
med,vhigh,5more,2,small,low,?
med,vhigh,5more,?,small,med,unacc
?,vhigh,5more,?,small,high,unacc
med,vhigh,5more,2,med,low,unacc
med,vhigh,5more,2,med,med,unacc
med,vhigh,5more,2,?,high,unacc
med,vhigh,5more,2,big,low,unacc
med,vhigh,5more,2,big,med,unacc
med,vhigh,5more,2,?,high,unacc
med,vhigh,5more,4,small,low,unacc
med,vhigh,5more,4,?,med,unacc
med,?,5more,4,small,high,acc
med,vhigh,?,4,med,low,unacc
med,vhigh,5more,4,med,med,acc
med,vhigh,?,4,?,high,acc
med,vhigh,?,4,?,low,unacc
med,vhigh,5more,?,big,med,acc
?,vhigh,5more,4,big,high,acc
med,vhigh,5more,more,small,low,unacc
med,vhigh,5more,more,small,med,unacc
med,vhigh,5more,more,small,high,acc
med,vhigh,5more,more,med,low,unacc
med,vhigh,?,more,med,med,acc
med,?,5more,more,med,high,acc
med,vhigh,5more,more,?,low,unacc
med,vhigh,5more,more,big,med,?
med,vhigh,5more,more,big,?,acc
?,high,2,2,small,low,unacc
med,high,2,2,small,med,unacc
med,high,2,?,small,high,?
med,high,2,2,med,low,unacc
med,?,2,2,med,med,unacc
med,high,?,2,med,high,unacc
med,high,2,2,big,low,unacc
med,high,2,2,big,med,unacc
med,high,2,?,?,high,unacc
med,high,2,4,small,low,unacc
med,high,2,4,small,med,unacc
?,high,2,4,small,?,acc
med,high,?,4,?,low,unacc
med,high,2,4,med,med,unacc
med,high,2,4,med,high,acc
med,high,2,4,big,low,unacc
med,high,2,4,big,med,acc
med,high,2,4,big,high,acc
med,high,2,more,small,low,unacc
med,high,?,more,small,?,unacc
med,high,2,more,small,high,unacc
med,?,2,more,med,?,unacc
med,high,2,more,med,med,unacc
med,high,2,more,med,high,acc
med,high,2,?,big,low,unacc
med,high,2,more,big,med,acc
med,high,2,more,big,high,acc
med,high,3,2,small,low,unacc
med,high,3,2,small,med,unacc
med,?,3,2,small,high,unacc
med,high,3,2,med,low,unacc
med,?,3,2,med,med,unacc
med,high,3,2,med,high,unacc
med,high,3,2,big,low,?
med,high,3,2,big,med,unacc
med,high,3,2,big,high,unacc
med,high,3,4,small,low,unacc
med,high,3,4,small,med,unacc
med,high,3,4,small,high,acc
med,high,3,4,med,low,unacc
med,?,3,4,med,med,unacc
med,high,?,4,med,high,?
med,high,3,4,big,low,unacc
med,high,3,4,big,med,acc
med,high,3,4,big,?,acc
med,high,3,more,?,low,unacc
med,high,3,more,small,med,unacc
med,high,3,more,small,high,acc
med,?,3,more,med,low,unacc
med,high,?,more,med,med,acc
med,high,3,?,?,high,acc
med,high,?,more,big,low,unacc
med,high,3,more,big,med,acc
?,high,3,more,big,high,acc
med,high,4,2,small,low,unacc
med,high,4,2,small,?,unacc
med,high,4,?,small,high,unacc
med,high,4,2,med,low,unacc
med,high,4,2,med,med,unacc
med,high,4,?,med,high,unacc
med,high,4,2,big,low,unacc
med,?,?,2,big,med,unacc
med,high,4,2,big,high,unacc
med,high,4,4,small,low,unacc
med,?,4,4,small,?,unacc
med,high,4,4,small,high,acc
med,?,4,4,med,low,unacc
med,high,4,4,med,med,acc
med,high,4,?,med,?,acc
med,high,?,4,big,low,unacc
med,high,4,4,big,med,acc
med,?,4,4,big,high,acc
med,?,4,?,small,low,unacc
med,high,4,more,small,med,unacc
med,high,4,more,small,high,acc
med,high,4,more,med,low,unacc
med,?,4,more,med,med,acc
med,high,4,more,med,high,acc
?,high,4,more,big,low,unacc
med,?,4,?,big,?,acc
med,high,?,more,?,high,acc
med,high,5more,2,?,?,unacc
med,high,5more,2,small,?,unacc
med,high,5more,2,small,high,unacc
?,high,5more,2,?,?,unacc
?,high,5more,?,med,med,unacc
med,high,5more,2,?,high,unacc
med,high,5more,2,big,low,unacc
med,high,5more,2,big,med,unacc
med,high,?,2,big,high,unacc
med,high,5more,4,?,low,unacc
med,high,5more,4,small,med,?
med,high,?,?,small,high,acc
med,high,5more,4,med,low,unacc
med,high,5more,4,med,med,acc
med,high,5more,?,med,?,acc
med,high,5more,4,big,low,unacc
med,high,5more,4,big,med,acc
med,high,?,4,big,high,acc
med,high,5more,more,small,low,unacc
med,high,5more,more,small,med,unacc
med,high,5more,more,small,high,acc
?,?,5more,more,med,low,?
med,high,5more,more,med,?,acc
med,high,5more,more,med,high,acc
med,?,5more,more,big,low,unacc
med,high,5more,more,big,med,acc
med,high,5more,more,?,high,acc
med,med,2,2,small,low,unacc
med,med,2,2,small,med,unacc
med,med,2,?,small,high,unacc
med,med,2,2,med,low,?
med,med,2,2,med,med,unacc
med,med,2,2,med,high,unacc
med,?,2,2,big,low,unacc
med,med,2,?,?,med,unacc
med,med,2,2,big,high,unacc
med,?,2,4,small,low,unacc
med,med,2,4,small,med,acc
med,med,2,4,small,high,acc
med,med,2,4,med,low,unacc
med,med,2,4,?,med,acc
med,med,2,4,med,?,acc
med,med,2,4,big,?,unacc
med,med,2,4,big,?,acc
med,med,2,4,big,?,vgood
med,med,2,?,small,low,unacc
med,med,2,more,small,med,unacc
?,med,2,more,small,high,unacc
med,med,2,?,med,low,?
med,med,2,more,med,med,acc
med,med,2,more,med,high,acc
med,med,2,more,big,?,unacc
?,med,2,?,?,med,acc
med,med,2,more,big,high,vgood
med,med,?,?,small,low,?
med,?,3,2,small,med,unacc
med,med,3,2,small,high,unacc
med,med,3,2,med,low,unacc
med,med,3,2,med,med,unacc
med,med,?,2,med,high,unacc
med,med,3,2,big,low,unacc
?,?,3,2,big,med,unacc
med,med,3,2,big,high,unacc
med,med,3,4,small,low,unacc
med,med,3,4,small,med,acc
med,med,3,4,small,high,acc
med,med,3,4,med,low,unacc
med,med,3,4,?,med,acc
med,med,?,4,med,high,acc
med,med,3,4,big,low,unacc
med,med,?,4,big,med,acc
med,med,3,4,big,high,vgood
?,?,3,more,small,low,unacc
med,med,?,?,small,?,acc
med,med,3,more,small,high,acc
med,med,3,more,med,low,?
med,med,3,more,med,med,acc
med,med,3,more,med,high,vgood
med,med,3,more,big,low,unacc
med,med,3,more,big,med,acc
med,?,3,more,big,high,vgood
med,med,4,?,small,low,unacc
med,med,4,2,small,med,unacc
med,med,4,2,small,high,unacc
med,med,?,2,med,low,?
med,med,4,2,?,med,unacc
med,med,4,2,med,high,unacc
med,med,4,2,big,low,?
?,med,4,2,big,med,unacc
med,med,4,?,big,high,?
med,med,4,?,small,low,unacc
med,med,4,4,small,?,acc
med,med,?,4,small,high,acc
med,med,?,4,med,low,unacc
med,med,?,4,med,med,acc
med,med,4,4,med,high,vgood
med,med,4,4,big,low,unacc
med,med,4,?,big,med,acc
med,med,4,4,big,high,?
med,med,4,more,small,low,unacc
?,?,4,more,small,med,?
med,med,4,more,small,high,acc
med,?,4,more,med,low,unacc
med,med,4,more,med,med,acc
med,med,4,more,med,high,?
?,med,4,more,big,low,unacc
med,med,4,more,big,med,acc
med,med,4,more,big,high,vgood
med,med,5more,2,small,low,unacc
med,?,5more,2,small,med,unacc
med,med,5more,2,small,high,unacc
med,med,5more,2,med,?,unacc
?,med,5more,2,med,med,?
?,med,5more,2,med,high,unacc
med,med,5more,2,big,low,unacc
med,med,5more,2,big,med,unacc
med,med,5more,2,big,high,unacc
med,med,5more,4,small,low,unacc
?,med,5more,4,small,med,acc
med,med,5more,4,small,high,acc
med,?,5more,4,med,low,unacc
med,?,5more,4,med,med,acc
?,med,5more,4,med,high,vgood
med,med,5more,4,big,low,unacc
med,med,5more,4,?,med,acc
med,med,5more,4,big,high,?
med,med,5more,more,small,?,unacc
?,med,5more,more,small,med,acc
med,med,5more,more,small,high,?
med,med,5more,more,med,low,unacc
med,med,5more,more,med,med,acc
med,med,?,more,med,high,vgood
med,med,5more,more,big,low,unacc
med,med,5more,more,big,med,acc
med,med,5more,more,big,high,vgood
med,low,2,2,small,low,unacc
?,low,2,2,small,med,unacc
med,low,2,2,small,high,unacc
med,low,2,2,med,low,?
med,low,2,2,med,med,unacc
med,low,2,2,med,high,?
med,low,2,2,big,low,unacc
med,low,2,2,big,med,unacc
med,?,2,2,big,high,unacc
med,low,2,4,small,low,unacc
med,low,2,4,small,med,acc
?,low,2,?,small,high,good
med,low,2,4,?,low,?
med,?,2,4,med,med,acc
med,low,2,4,med,high,good
med,low,2,4,big,low,unacc
med,?,2,?,big,med,good
med,low,2,4,big,high,vgood
med,low,2,more,small,low,unacc
?,low,2,more,small,med,unacc
med,low,2,more,small,high,unacc
med,?,2,more,med,low,unacc
med,low,2,more,med,med,?
med,low,2,more,med,?,good
med,?,2,more,big,?,unacc
?,low,2,more,big,med,good
med,low,2,more,big,?,vgood
med,low,3,2,small,low,unacc
med,low,3,2,small,med,unacc
?,low,3,2,small,high,unacc
med,low,3,2,med,low,unacc
med,low,3,2,?,med,unacc
med,low,3,2,med,high,unacc
med,low,3,2,big,low,unacc
med,low,3,2,big,med,unacc
med,low,3,2,big,high,?
med,low,3,4,small,low,unacc
med,low,?,4,small,med,acc
med,?,?,4,?,high,?
med,low,3,4,med,low,unacc
med,low,3,4,med,med,acc
med,low,3,4,med,high,good
med,low,3,?,big,low,unacc
?,low,3,4,big,med,good
med,low,3,4,big,high,?
med,low,3,more,small,low,unacc
med,low,3,?,small,med,?
med,low,3,more,small,high,good
med,low,3,more,med,low,unacc
med,low,3,more,med,med,good
med,low,3,more,med,high,vgood
med,low,3,more,big,low,unacc
med,low,3,more,big,med,good
med,low,3,more,big,high,vgood
?,low,4,2,small,low,unacc
med,low,4,2,small,med,unacc
med,?,4,2,small,high,?
med,low,?,2,med,low,?
med,low,?,2,med,med,unacc
med,low,4,?,med,high,?
med,low,?,2,big,low,unacc
med,low,4,?,big,?,unacc
med,low,4,?,big,high,unacc
med,low,4,4,small,?,unacc
med,low,4,4,small,med,acc
med,low,4,4,small,high,good
med,low,4,4,med,low,unacc
med,low,?,4,med,med,good
med,low,4,4,med,high,vgood
med,?,4,4,big,low,unacc
med,low,4,4,?,med,good
med,low,4,4,big,?,?
?,low,4,more,small,low,unacc
med,low,4,more,small,med,acc
med,low,4,more,small,high,good
med,low,4,more,?,low,unacc
med,low,4,more,med,?,good
med,low,?,more,med,high,vgood
med,low,4,more,big,low,unacc
med,low,4,more,big,med,good
med,low,4,more,big,?,vgood
med,low,5more,2,small,low,unacc
?,low,5more,2,small,med,unacc
med,low,5more,2,?,high,unacc
med,low,5more,2,med,low,unacc
med,low,5more,2,med,?,?
med,low,5more,2,?,high,unacc
med,low,?,2,big,low,unacc
med,low,?,?,big,med,?
med,low,5more,2,big,high,unacc
med,low,5more,?,small,?,unacc
med,low,5more,4,?,med,acc
med,low,5more,4,small,high,good
med,low,?,4,med,low,unacc
?,?,5more,4,med,med,good
med,low,5more,4,med,high,vgood
med,low,5more,4,big,low,unacc
med,low,5more,4,big,med,good
med,low,5more,4,big,?,vgood
med,low,5more,more,small,low,unacc
?,low,?,more,?,med,acc
med,low,5more,more,?,high,good
med,low,5more,more,med,low,unacc
med,low,5more,more,med,med,good
med,low,5more,more,med,high,vgood
med,low,5more,more,big,low,unacc
med,low,5more,more,?,med,?
med,low,5more,more,big,high,vgood
low,vhigh,2,2,small,low,unacc
?,vhigh,2,2,?,med,unacc
low,vhigh,2,2,small,high,unacc
low,vhigh,2,2,?,low,?
low,vhigh,2,2,med,med,unacc
low,vhigh,2,2,med,high,unacc
low,?,2,2,?,low,unacc
low,vhigh,2,2,big,?,unacc
low,?,2,2,big,high,unacc
low,vhigh,2,4,?,low,unacc
low,vhigh,2,4,small,med,unacc
low,?,2,4,small,high,acc
low,vhigh,2,4,med,low,unacc
low,vhigh,2,4,med,med,unacc
low,vhigh,2,4,med,high,acc
?,vhigh,2,4,big,low,unacc
low,vhigh,2,4,?,med,?
low,vhigh,2,4,big,high,acc
low,?,?,?,small,low,unacc
low,vhigh,2,more,small,?,unacc
low,vhigh,?,?,small,high,unacc
low,?,2,?,med,low,unacc
low,vhigh,2,more,med,med,unacc
low,vhigh,2,more,med,high,acc
low,vhigh,2,more,big,low,unacc
low,vhigh,2,more,big,med,acc
low,vhigh,2,more,big,high,acc
low,vhigh,3,2,small,low,unacc
?,vhigh,3,2,small,med,unacc
low,vhigh,?,2,small,high,unacc
low,vhigh,3,?,med,low,unacc
low,vhigh,3,2,med,med,unacc
low,vhigh,3,2,?,high,unacc
low,vhigh,3,2,big,low,unacc
low,vhigh,3,?,big,med,?
low,vhigh,?,2,big,high,?
low,vhigh,3,?,small,low,unacc
low,vhigh,3,4,small,med,unacc
low,vhigh,3,4,small,high,?
low,vhigh,3,4,med,low,unacc
low,vhigh,3,4,med,med,unacc
low,vhigh,3,4,med,high,acc
low,vhigh,3,4,big,?,unacc
low,vhigh,3,4,big,med,acc
low,vhigh,?,4,big,high,acc
?,vhigh,3,more,small,?,unacc
low,vhigh,3,more,small,?,unacc
low,vhigh,3,more,?,high,acc
low,vhigh,3,more,med,?,unacc
?,vhigh,3,more,med,med,acc
low,vhigh,?,more,med,high,acc
low,?,3,?,big,low,unacc
?,vhigh,3,more,big,med,acc
low,vhigh,3,more,big,high,acc
?,vhigh,4,2,small,low,unacc
low,vhigh,?,2,small,med,unacc
low,vhigh,4,2,small,high,unacc
low,vhigh,4,2,med,?,unacc
low,vhigh,4,2,med,med,unacc
low,vhigh,4,2,med,high,unacc
low,vhigh,4,2,big,?,unacc
low,vhigh,4,?,big,med,unacc
low,vhigh,4,2,big,high,unacc
low,vhigh,4,4,small,low,unacc
low,?,4,4,small,med,?
?,vhigh,4,4,?,high,?
?,vhigh,4,4,med,low,unacc
low,vhigh,?,4,med,med,acc
low,vhigh,4,4,med,high,acc
low,vhigh,?,4,big,?,unacc
low,vhigh,4,4,big,med,acc
low,vhigh,4,4,?,high,acc
low,vhigh,4,more,small,low,unacc
low,vhigh,4,more,small,med,unacc
low,vhigh,4,more,small,high,acc
low,vhigh,4,more,med,low,unacc
low,vhigh,4,more,med,med,acc
low,vhigh,4,more,med,high,acc
?,?,4,more,big,low,unacc
low,vhigh,4,more,big,med,acc
low,vhigh,?,more,big,high,acc
low,vhigh,5more,2,small,low,unacc
low,vhigh,5more,2,small,?,unacc
low,vhigh,5more,2,small,high,unacc
low,vhigh,5more,2,med,low,unacc
low,vhigh,5more,2,?,med,unacc
low,vhigh,5more,2,med,high,unacc
low,vhigh,5more,2,big,?,?
low,vhigh,5more,2,?,med,unacc
low,?,5more,2,?,high,unacc
low,vhigh,5more,4,small,low,unacc
low,vhigh,5more,4,small,med,unacc
low,?,5more,4,small,high,acc
low,vhigh,5more,4,med,low,unacc
low,vhigh,?,4,med,med,acc
low,vhigh,5more,4,med,high,acc
low,vhigh,5more,4,big,low,unacc
low,vhigh,5more,4,big,med,acc
low,vhigh,5more,4,big,high,acc
low,vhigh,5more,more,small,low,unacc
low,vhigh,5more,more,small,med,?
low,?,5more,more,small,high,acc
low,?,5more,more,med,low,unacc
low,vhigh,5more,more,med,med,acc
?,vhigh,5more,more,med,high,acc
?,vhigh,5more,more,big,low,unacc
low,vhigh,5more,more,?,med,acc
low,?,5more,?,big,high,?
low,high,2,2,small,low,unacc
low,high,2,2,small,med,unacc
low,high,2,2,small,high,?
low,high,2,2,med,low,unacc
low,high,2,2,med,med,unacc
?,high,2,2,?,high,unacc
low,high,2,2,big,low,unacc
low,high,2,2,big,med,unacc
low,high,2,2,big,high,unacc
low,high,2,4,small,low,unacc
?,high,2,4,small,?,acc
low,high,2,?,small,high,acc
low,high,2,4,med,low,unacc
low,high,2,4,?,med,acc
low,high,2,4,med,high,acc
low,high,2,4,big,low,unacc
low,high,2,?,big,med,acc
low,high,?,4,big,high,vgood
low,high,2,?,?,low,unacc
low,high,2,more,small,med,?
low,high,2,more,small,high,?
low,?,2,more,med,low,unacc
low,high,2,more,med,med,acc
low,high,2,more,med,high,acc
low,high,2,more,big,low,unacc
low,high,2,more,big,med,acc
low,high,2,more,big,high,vgood
low,high,3,2,small,low,unacc
low,high,?,2,small,med,unacc
low,high,3,2,small,high,?
low,high,?,2,med,low,unacc
low,?,3,2,med,med,unacc
low,high,?,2,med,high,unacc
low,high,3,2,big,low,unacc
low,high,3,2,big,med,unacc
low,high,3,2,?,high,unacc
low,high,3,4,small,low,unacc
low,high,3,4,small,med,acc
low,high,3,4,small,high,acc
low,high,3,4,med,low,unacc
low,high,3,4,med,med,acc
?,high,3,4,med,high,?
?,high,3,?,big,?,unacc
low,high,3,4,big,med,acc
low,high,3,4,big,high,vgood
low,?,3,more,small,low,unacc
low,high,3,?,small,med,acc
low,high,?,more,small,high,acc
low,?,?,more,med,low,?
low,high,3,more,med,?,acc
low,?,3,more,med,high,vgood
low,high,3,more,big,low,unacc
low,?,3,more,big,med,acc
low,high,3,more,big,high,?
low,high,4,2,small,low,unacc
low,high,4,2,small,med,unacc
low,high,4,2,small,high,unacc
low,high,4,2,med,low,unacc
low,high,4,2,med,med,unacc
low,high,4,2,med,?,unacc
low,?,4,2,big,low,unacc
low,high,4,2,big,med,unacc
?,high,4,2,?,high,unacc
low,high,4,4,small,low,unacc
?,high,4,4,small,med,acc
low,high,4,4,small,?,acc
?,?,4,4,med,?,unacc
low,high,4,4,?,med,acc
low,high,4,4,?,high,vgood
low,high,4,?,big,low,unacc
low,high,4,4,big,med,acc
low,high,4,4,big,high,vgood
low,high,4,more,small,low,unacc
low,high,4,?,small,med,acc
low,high,4,more,small,high,acc
low,high,4,more,med,?,unacc
low,high,4,more,med,med,acc
?,high,4,more,med,high,vgood
low,high,4,more,big,low,unacc
low,high,4,more,big,?,acc
low,high,4,more,big,high,vgood
low,high,?,2,small,low,unacc
low,?,5more,?,small,med,unacc
?,high,?,2,small,?,unacc
low,high,5more,2,med,low,unacc
low,high,5more,2,med,med,unacc
low,high,5more,2,med,high,unacc
low,high,5more,2,?,low,unacc
low,?,5more,2,big,med,unacc
low,high,5more,2,big,high,unacc
?,?,5more,4,small,?,unacc
low,high,5more,4,?,med,acc
low,high,5more,4,small,high,acc
low,high,5more,4,med,low,unacc
?,high,5more,4,med,med,acc
low,high,5more,4,med,high,vgood
low,high,5more,4,big,low,unacc
low,high,5more,4,big,med,acc
low,high,5more,4,big,high,vgood
low,high,5more,more,small,?,unacc
low,high,5more,more,small,med,acc
low,high,5more,more,small,high,acc
low,?,5more,more,med,low,unacc
low,high,5more,more,med,?,acc
low,high,5more,more,med,high,vgood
low,high,5more,more,?,low,unacc
low,high,5more,?,big,med,acc
low,?,5more,more,big,high,vgood
low,med,2,2,small,low,unacc
low,med,?,2,?,med,unacc
low,med,2,2,small,high,unacc
low,med,2,2,med,low,unacc
low,med,2,2,med,med,unacc
low,med,2,2,med,high,unacc
low,med,2,2,big,low,unacc
?,med,2,?,?,med,unacc
low,med,2,2,big,?,unacc
low,med,2,4,small,low,?
low,med,2,4,small,med,acc
low,med,2,4,small,high,good
low,med,2,4,med,low,unacc
low,med,2,4,med,?,acc
low,med,2,4,med,high,good
low,med,2,4,big,low,unacc
low,med,2,4,?,med,good
low,med,2,4,big,?,vgood
low,med,?,more,?,low,unacc
low,med,2,more,small,med,unacc
low,med,2,?,small,high,unacc
low,med,2,more,med,low,unacc
low,med,2,more,med,med,acc
low,med,2,?,med,high,good
low,med,2,more,big,low,unacc
low,med,?,more,big,med,good
low,med,2,more,big,high,vgood
low,med,3,2,small,low,unacc
low,?,3,2,small,med,?
low,med,3,2,?,high,unacc
?,?,3,2,med,low,unacc
?,med,3,2,med,med,unacc
low,med,?,2,med,high,unacc
low,med,3,2,big,?,unacc
low,?,3,2,big,med,unacc
low,med,3,?,big,high,unacc
low,med,3,4,small,low,unacc
low,med,3,4,small,med,acc
low,med,?,4,small,high,good
low,med,3,?,med,low,unacc
low,med,3,4,med,med,acc
low,med,3,4,med,high,good
low,med,3,4,big,low,unacc
low,med,3,4,big,med,good
?,med,3,4,?,high,vgood
low,med,?,more,small,low,unacc
low,med,3,more,small,med,acc
low,med,3,more,small,high,good
low,?,3,more,med,low,unacc
low,?,3,?,med,med,?
low,med,3,more,med,high,vgood
low,med,3,more,big,low,?
low,med,3,?,big,med,good
low,med,3,more,big,high,vgood
low,?,4,2,small,?,unacc
low,med,4,2,small,med,unacc
low,med,4,2,?,high,unacc
low,med,4,2,med,low,unacc
low,med,4,2,med,med,unacc
low,med,4,2,med,high,unacc
low,?,4,2,?,low,unacc
low,med,4,?,big,med,unacc
low,med,4,2,big,?,?
low,med,4,4,small,low,unacc
low,med,4,4,small,med,acc
low,med,4,4,small,high,?
low,med,4,4,?,?,unacc
low,med,4,4,med,med,good
low,med,4,4,med,high,vgood
low,?,4,4,big,?,unacc
low,med,4,4,big,med,good
low,med,4,4,big,high,vgood
low,med,4,more,small,low,unacc
?,?,4,more,small,med,acc
low,?,4,more,small,high,good
low,med,4,more,med,?,unacc
low,med,4,more,?,med,good
low,med,4,more,med,high,vgood
low,?,4,more,?,low,unacc
low,med,4,more,big,med,good
low,med,4,?,?,?,vgood
